Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,296.621,301.311,291.433,0.0,76.2,6.499,3.685,2.764,-0.487,7066.3,0.762
2022,8,2.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,297.204,305.982,290.414,0.0,78.5,7.11,4.1,-1.717,2.929,7599.3,0.788
2022,8,3.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,301.531,305.661,297.648,0.03,74.9,6.7,3.763,1.144,1.68,5237.3,1.047
2022,8,4.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,295.31,301.919,288.543,0.0,72.0,4.735,2.617,0.185,-2.401,7754.4,0.877
2022,8,5.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,296.17,303.101,289.827,0.0,77.8,5.12,2.965,-1.839,1.667,7435.408,0.738
2022,8,6.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,299.171,304.924,295.233,0.001,84.7,6.137,3.293,-1.439,2.866,4533.3,0.569
2022,8,7.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,297.837,304.438,294.841,61.463,90.9,5.169,2.472,-0.707,1.472,2359.9,0.313
2022,8,8.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,295.124,299.738,290.589,0.678,85.7,7.069,3.995,0.969,-2.912,5770.8,0.383
2022,8,9.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,292.665,298.964,286.928,0.0,79.4,2.059,1.046,-0.004,-0.437,7698.2,0.577
2022,8,10.0,Daily,IOWA,CHICKASAW,19037,0.0,42.907013,-92.554381,43.05998,-92.43602975,294.198,301.315,287.653,0.0,79.3,2.003,0.922,0.353,0.212,7533.1,0.634
