Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.407,302.741,289.746,0.0,75.4,5.605,2.57,2.074,-0.511,7287.3,0.817
2022,8,2.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,299.29,307.769,293.352,0.0,75.2,6.836,3.897,-0.921,3.544,7649.5,1.01
2022,8,3.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,301.742,306.349,297.247,0.12,71.0,6.19,3.251,0.774,0.253,6817.1,1.214
2022,8,4.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,295.037,302.107,286.918,0.0,70.3,4.358,2.048,-0.563,-1.502,7818.8,0.963
2022,8,5.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.498,304.425,288.702,0.0,73.3,5.62,3.373,-1.274,2.91,7614.908,0.948
2022,8,6.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,299.838,307.625,295.105,0.21,77.8,6.265,3.384,-0.767,2.66,4856.9,0.858
2022,8,7.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,297.045,300.003,294.64,14.295,94.7,4.752,2.3,-1.272,-0.976,592.5,0.163
2022,8,8.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.135,297.925,290.027,0.19,87.3,6.637,3.626,0.688,-3.258,5172.4,0.334
2022,8,9.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,292.48,300.444,285.103,0.0,78.7,2.08,1.421,0.116,0.495,7597.8,0.608
2022,8,10.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.724,303.628,286.759,0.0,75.7,2.3,1.173,-0.003,0.853,7105.9,0.847
2022,8,11.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.506,301.53,291.151,0.0,79.5,3.107,2.278,-1.801,0.144,6499.9,0.648
2022,8,12.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.015,302.442,292.131,0.0,80.7,9.039,4.963,-2.771,3.745,5396.4,0.624
2022,8,13.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.305,300.759,294.716,0.009,79.4,7.6,4.207,0.703,0.474,3209.8,0.597
2022,8,14.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.448,296.491,290.712,0.021,83.5,4.734,2.557,-1.033,-2.156,3642.7,0.404
2022,8,15.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,291.745,294.606,288.377,5.061,91.6,4.295,2.2,-1.794,0.843,721.8,0.19
2022,8,16.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,292.86,299.232,287.85,0.373,84.6,3.779,2.126,-1.604,-0.468,5115.6,0.452
2022,8,17.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.361,300.145,285.777,0.0,73.3,2.241,1.035,-0.545,-0.117,7172.8,0.775
2022,8,18.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.575,301.688,287.819,0.0,73.2,5.132,3.09,1.502,2.495,6643.5,0.804
2022,8,19.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.486,299.862,287.849,0.409,80.4,6.299,3.426,1.73,1.154,5648.9,0.573
2022,8,20.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.117,297.397,290.778,2.039,84.5,8.486,4.566,1.553,-2.368,4280.6,0.389
2022,8,21.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,292.859,299.512,288.089,0.0,83.3,4.841,2.402,0.034,-2.22,5564.0,0.474
2022,8,22.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,292.876,299.878,285.754,0.0,67.9,2.638,1.06,-0.054,-0.116,6719.9,0.846
2022,8,23.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.991,301.734,289.459,0.0,73.5,4.479,2.646,-0.471,2.474,6803.2,0.83
2022,8,24.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,296.27,300.995,292.293,0.72,78.9,7.416,3.899,1.37,2.404,4794.3,0.65
2022,8,25.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.185,298.865,290.227,0.63,86.7,5.019,2.685,1.192,-2.175,3934.9,0.376
2022,8,26.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.281,299.858,286.687,0.0,80.6,3.357,1.995,-0.761,0.413,6282.8,0.569
2022,8,27.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,297.467,304.089,293.987,9.039,74.2,9.005,4.84,-0.42,4.217,3970.9,0.856
2022,8,28.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,297.042,303.531,293.236,1.382,83.6,9.778,5.269,-0.208,4.852,5267.8,0.564
2022,8,29.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,297.09,302.455,290.927,0.014,73.0,6.945,3.632,2.521,0.162,5037.2,0.895
2022,8,30.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,293.272,300.019,285.849,0.0,63.0,6.579,3.268,2.598,-1.606,6747.6,1.02
2022,8,31.0,Daily,IOWA,HUMBOLDT,19091,0.0,42.644707,-94.443083,42.77639,-94.32512175,294.929,304.183,287.629,0.0,64.4,4.834,2.657,1.673,1.647,6514.3,1.184
2022,8,1.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,296.493,302.554,289.933,0.0,75.5,5.717,2.664,2.155,-0.591,7063.1,0.816
2022,8,2.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,299.136,307.581,292.864,0.0,76.0,6.737,3.871,-1.035,3.403,7570.8,0.975
2022,8,3.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,301.63,306.099,297.372,0.68,72.5,6.362,3.396,0.665,-0.378,6962.1,1.148
2022,8,4.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.901,301.906,286.855,0.0,70.1,4.418,2.094,-0.526,-1.531,7793.4,0.959
2022,8,5.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,296.441,304.288,288.765,0.0,73.5,5.93,3.492,-1.321,2.988,7655.808,0.929
2022,8,6.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,299.632,308.187,295.042,0.537,78.6,6.476,3.298,-0.822,2.334,4134.6,0.823
2022,8,7.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,297.306,301.44,295.029,10.442,92.5,4.385,2.066,-1.017,-0.476,1474.7,0.243
2022,8,8.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.239,297.924,290.214,0.497,85.2,7.004,3.775,0.641,-3.407,4591.8,0.392
2022,8,9.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,292.47,300.381,284.944,0.0,80.1,2.137,1.429,0.095,0.553,7502.1,0.591
2022,8,10.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.869,303.358,286.821,0.0,77.0,2.383,1.163,0.012,0.871,7107.6,0.787
2022,8,11.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,296.559,301.905,292.714,0.001,81.3,3.436,2.456,-2.066,0.182,5844.9,0.586
2022,8,12.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,295.835,302.004,292.256,0.004,81.2,8.987,5.056,-2.914,3.792,5400.9,0.594
2022,8,13.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,295.985,300.571,294.597,0.002,81.0,7.556,4.195,0.575,0.336,2052.2,0.542
2022,8,14.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.433,295.741,291.087,0.024,84.0,4.742,2.518,-1.004,-2.096,3850.8,0.39
2022,8,15.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,291.844,294.856,287.939,2.43,90.6,4.313,2.159,-1.656,0.986,797.2,0.214
2022,8,16.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,292.672,299.413,286.943,0.027,83.1,3.479,1.981,-1.461,-0.457,4900.2,0.502
2022,8,17.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.291,300.207,285.839,0.0,75.0,2.321,1.06,-0.574,-0.096,6984.2,0.718
2022,8,18.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.606,301.984,287.882,0.0,73.9,5.112,3.079,1.468,2.529,6800.4,0.797
2022,8,19.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.252,299.382,287.418,0.902,80.2,6.172,3.378,1.808,1.17,5493.7,0.584
2022,8,20.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.227,297.647,290.59,0.282,84.7,8.041,4.361,1.068,-2.569,3990.8,0.387
2022,8,21.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,292.903,299.449,287.902,0.0,82.6,4.838,2.384,-0.052,-2.202,5187.7,0.489
2022,8,22.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,292.904,300.13,285.816,0.0,73.2,2.735,0.977,-0.036,-0.033,6470.6,0.743
2022,8,23.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,295.063,301.734,289.475,0.0,74.1,4.7,2.736,-0.559,2.544,6792.8,0.818
2022,8,24.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,296.319,300.928,292.257,0.13,78.3,7.218,3.833,1.226,2.32,4884.0,0.669
2022,8,25.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.224,298.251,290.039,0.021,86.6,5.009,2.878,1.228,-2.248,4966.7,0.375
2022,8,26.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.281,299.914,287.371,0.001,81.3,3.495,2.055,-0.793,0.421,6324.2,0.552
2022,8,27.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,297.537,304.058,294.112,0.349,74.4,9.036,4.817,-0.399,4.209,4014.9,0.851
2022,8,28.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,297.232,303.718,293.173,1.075,81.4,10.096,5.366,-0.223,5.001,5268.1,0.631
2022,8,29.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,297.254,302.58,290.739,0.024,71.3,7.221,3.793,2.706,0.188,4876.8,0.971
2022,8,30.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,293.09,299.957,285.037,0.0,63.4,6.472,3.247,2.567,-1.697,6736.7,1.017
2022,8,31.0,Daily,IOWA,HUMBOLDT,19091,1.0,42.77639,-94.443083,42.908073,-94.32512175,294.713,304.145,286.879,0.0,65.7,4.729,2.566,1.621,1.59,6568.0,1.155
2022,8,1.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,296.636,302.554,290.058,0.0,75.5,5.715,2.665,2.136,-0.511,7292.3,0.819
2022,8,2.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,299.308,307.706,293.478,0.0,75.3,6.683,3.872,-1.059,3.429,7575.8,0.998
2022,8,3.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,301.723,306.099,297.586,0.13,71.1,6.068,3.19,0.699,0.391,6421.5,1.209
2022,8,4.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.914,301.718,286.855,0.0,71.1,4.329,2.086,-0.513,-1.596,7779.0,0.925
2022,8,5.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,296.324,304.425,288.515,0.0,73.0,5.498,3.319,-1.362,2.782,7583.108,0.941
2022,8,6.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,299.705,307.562,295.167,0.09,79.0,6.155,3.421,-0.947,2.879,4435.1,0.809
2022,8,7.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,297.136,300.19,294.828,8.804,94.5,4.607,2.224,-1.246,-0.773,720.4,0.168
2022,8,8.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.286,297.8,290.152,0.562,85.9,6.838,3.682,0.735,-3.326,4549.6,0.375
2022,8,9.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,292.423,300.381,284.853,0.0,77.4,2.041,1.36,0.106,0.399,7628.3,0.653
2022,8,10.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.64,303.483,286.384,0.0,75.7,2.113,1.093,-0.001,0.759,7204.3,0.84
2022,8,11.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,296.386,301.593,291.151,0.0,81.6,3.342,2.573,-2.166,0.061,6664.7,0.579
2022,8,12.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,295.76,301.942,292.194,0.001,81.6,8.958,5.045,-3.031,3.701,5794.2,0.575
2022,8,13.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,296.032,299.821,294.409,0.026,80.6,7.6,4.285,0.664,0.625,3117.2,0.553
2022,8,14.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.347,295.929,290.462,0.015,83.7,4.833,2.611,-0.986,-2.263,3282.3,0.394
2022,8,15.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,291.766,294.669,288.189,4.314,92.9,4.18,2.103,-1.692,0.811,731.1,0.16
2022,8,16.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,292.852,299.232,287.85,0.257,84.5,3.683,2.113,-1.534,-0.494,5500.3,0.457
2022,8,17.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.285,300.27,285.536,0.0,72.8,2.139,1.051,-0.543,-0.151,7175.1,0.791
2022,8,18.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.533,301.626,287.87,0.0,73.6,4.992,3.031,1.458,2.448,6662.5,0.801
2022,8,19.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.304,299.425,287.787,1.343,81.0,6.141,3.302,1.587,1.092,4832.2,0.561
2022,8,20.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.143,297.585,290.84,1.148,84.6,8.194,4.322,1.297,-2.126,4185.0,0.386
2022,8,21.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,292.885,299.257,288.277,0.0,83.7,4.937,2.471,0.047,-2.29,5669.6,0.464
2022,8,22.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,292.693,300.003,285.316,0.0,68.7,2.571,1.068,-0.103,-0.311,6812.6,0.826
2022,8,23.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.787,301.547,289.271,0.0,73.8,4.239,2.541,-0.578,2.336,6783.0,0.808
2022,8,24.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,296.226,301.178,292.132,2.17,78.0,7.153,3.83,1.234,2.404,5353.2,0.677
2022,8,25.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.128,298.49,290.289,0.527,88.2,4.967,2.669,1.202,-2.131,4077.0,0.33
2022,8,26.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.104,299.858,286.808,0.0,81.7,3.151,1.952,-0.811,0.301,6279.5,0.535
2022,8,27.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,297.454,304.214,293.675,0.782,74.9,9.141,4.814,-0.556,4.198,4193.3,0.848
2022,8,28.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,297.013,303.374,293.24,6.419,83.2,9.932,5.276,-0.268,4.915,5065.0,0.57
2022,8,29.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,297.223,302.205,291.364,0.006,73.0,7.127,3.751,2.544,0.185,5358.2,0.897
2022,8,30.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,293.116,300.144,285.287,0.0,63.3,6.722,3.299,2.577,-1.671,6747.1,1.017
2022,8,31.0,Daily,IOWA,HUMBOLDT,19091,2.0,42.644707,-94.32512175,42.77639,-94.2071605,294.588,303.895,286.991,0.0,66.5,4.612,2.585,1.564,1.647,6576.5,1.127
2022,8,1.0,Daily,IOWA,HUMBOLDT,19091,3.0,42.77639,-94.32512175,42.908073,-94.2071605,296.527,302.491,289.933,0.0,75.9,5.91,2.732,2.181,-0.609,6943.6,0.801
