Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,295.626,300.374,291.124,0.175,79.1,6.762,3.627,2.743,-0.815,6955.2,0.62
2022,8,2.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,296.285,305.232,289.114,0.0,78.9,7.12,4.089,-1.65,3.08,7411.0,0.738
2022,8,3.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,300.117,304.161,295.523,0.11,72.4,6.76,3.422,1.376,0.156,6219.7,1.049
2022,8,4.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,293.948,300.232,287.418,0.0,72.9,4.902,2.495,0.286,-2.25,7820.2,0.784
2022,8,5.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,295.194,302.663,288.702,0.0,76.5,5.146,2.982,-1.625,2.048,7432.208,0.753
2022,8,6.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,298.054,303.153,294.546,0.193,86.3,5.937,2.92,-1.421,2.214,2052.1,0.465
2022,8,7.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,296.827,301.813,294.341,53.66,91.7,4.432,2.245,-0.267,0.537,2223.5,0.27
2022,8,8.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.275,300.363,289.214,1.099,83.0,7.655,4.192,1.117,-3.347,5953.6,0.445
2022,8,9.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,291.816,299.006,285.365,0.0,79.8,2.369,1.304,0.168,-0.127,7660.5,0.543
2022,8,10.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.067,301.766,286.821,0.0,74.2,2.66,1.072,0.583,0.384,7510.3,0.78
2022,8,11.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.394,300.655,291.777,1.514,81.4,3.68,1.979,-1.12,-0.451,3211.7,0.484
2022,8,12.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,291.593,294.699,289.086,0.223,82.6,8.19,4.525,-2.901,3.245,4529.5,0.39
2022,8,13.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,293.18,296.035,291.051,0.011,86.5,8.494,4.652,0.533,1.203,2171.5,0.319
2022,8,14.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,291.644,294.205,289.787,0.003,86.5,5.68,2.919,-0.163,-2.818,1811.2,0.294
2022,8,15.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,291.383,295.537,286.614,0.0,84.9,3.173,1.676,-1.117,-0.066,1285.8,0.346
2022,8,16.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.354,298.475,287.225,0.0,83.0,3.36,1.951,-1.677,-0.501,6182.6,0.471
2022,8,17.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.647,299.082,285.589,0.0,74.6,1.874,0.999,-0.415,-0.518,6445.3,0.698
2022,8,18.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.202,300.501,288.632,0.0,76.9,4.354,2.559,1.08,2.138,6734.3,0.672
2022,8,19.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.249,297.737,288.481,22.857,87.8,4.609,2.336,0.22,1.516,4238.3,0.311
2022,8,20.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,291.818,296.752,289.349,7.108,90.2,5.434,2.879,-1.416,-1.496,4257.7,0.242
2022,8,21.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.984,297.699,289.832,0.0,84.8,5.482,2.747,0.049,-2.665,6037.0,0.404
2022,8,22.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.797,299.271,287.662,0.0,77.9,2.214,1.038,0.618,-0.684,6865.4,0.614
2022,8,23.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,293.147,298.999,287.07,0.0,77.6,2.185,1.263,0.029,0.253,6812.5,0.618
2022,8,24.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.684,300.473,291.132,1.186,79.7,5.627,2.929,-0.498,2.503,4918.7,0.559
2022,8,25.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.456,297.692,292.054,0.053,88.5,6.084,3.215,1.846,-2.245,4834.0,0.309
2022,8,26.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,292.249,297.795,286.433,0.0,81.3,3.422,1.854,-0.201,-0.832,6834.1,0.506
2022,8,27.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,294.993,301.089,291.075,0.286,82.6,8.99,4.541,-1.454,4.008,5129.7,0.509
2022,8,28.0,Daily,IOWA,MITCHELL,19131,0.0,43.212812,-93.024348,43.356556,-92.906543,295.151,300.186,292.615,47.173,88.5,10.096,4.79,-1.265,4.362,3593.4,0.339
