Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,300.834,308.065,294.874,0.0,68.9,5.447,2.333,1.428,0.802,7533.2,1.359
2022,8,2.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,303.118,309.082,297.785,0.054,64.1,6.279,3.427,0.712,2.924,7708.4,1.714
2022,8,3.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,301.958,307.036,296.754,0.664,67.7,11.323,5.311,1.603,4.828,3003.1,1.322
2022,8,4.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,299.151,306.008,291.405,0.0,62.4,5.097,2.597,-0.443,-2.101,7899.5,1.446
2022,8,5.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,298.603,306.913,290.577,0.0,63.0,4.477,2.428,-1.618,1.014,7822.508,1.47
2022,8,6.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,301.736,309.0,296.385,0.0,70.7,7.45,4.173,-0.29,3.996,7310.5,1.338
2022,8,7.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,303.246,307.768,298.779,0.0,68.0,8.784,4.448,0.876,4.191,7284.1,1.457
2022,8,8.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,298.773,304.925,292.859,0.286,74.3,7.127,3.88,0.706,-2.146,6715.9,0.914
2022,8,9.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,295.199,303.131,287.791,0.0,68.1,2.65,1.335,-0.59,-0.89,7757.9,1.045
2022,8,10.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,296.997,305.753,289.009,0.0,63.7,3.011,1.176,0.14,0.259,7691.1,1.397
2022,8,11.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,298.743,307.266,289.839,0.0,59.4,2.282,0.981,0.107,0.047,7206.6,1.634
2022,8,12.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,299.723,305.449,294.874,0.0,70.3,5.945,3.315,-1.401,2.558,6911.9,1.193
2022,8,13.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,299.686,306.977,293.716,0.0,68.6,8.725,4.561,1.674,2.878,6345.5,1.304
2022,8,14.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,296.269,301.892,292.35,0.012,71.2,5.901,3.331,-0.653,-3.211,6531.9,0.903
2022,8,15.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,293.779,299.044,291.304,3.055,83.2,5.826,2.888,-2.708,-0.402,624.8,0.436
2022,8,16.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,293.216,300.355,290.358,4.096,85.3,6.581,3.051,-2.901,-0.718,4678.1,0.458
2022,8,17.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,294.819,301.645,288.536,0.0,70.5,3.569,1.576,-1.108,-0.981,6069.3,0.927
2022,8,18.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,295.59,301.938,288.444,0.0,62.8,4.234,2.532,1.268,1.258,5725.5,1.124
2022,8,19.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,296.843,302.675,291.606,10.49,64.5,7.091,3.432,1.441,2.456,5781.2,1.13
2022,8,20.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,293.261,297.008,290.813,0.537,84.6,6.726,3.617,2.678,-0.624,5183.5,0.4
2022,8,21.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,294.002,300.632,289.54,0.0,79.7,5.531,2.848,0.37,-2.611,5896.0,0.601
2022,8,22.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,293.86,301.333,286.941,0.0,73.6,2.912,1.395,-0.195,-1.103,6986.8,0.834
2022,8,23.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,295.235,303.172,288.195,0.0,68.0,2.651,0.961,-0.054,-0.273,6364.8,1.048
2022,8,24.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,297.231,304.558,291.048,0.0,66.2,4.307,2.295,1.229,1.774,6734.6,1.2
2022,8,25.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,297.716,303.629,292.539,0.154,71.4,5.014,2.676,1.458,-0.701,4931.3,0.987
2022,8,26.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,296.01,303.67,289.182,0.0,74.2,3.612,1.518,-0.29,-0.712,6605.4,0.9
2022,8,27.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,298.79,304.527,293.82,0.0,70.1,6.81,3.632,-0.022,3.425,5294.9,1.083
2022,8,28.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,297.555,302.061,293.671,15.418,83.1,9.432,4.512,0.053,4.17,4552.0,0.579
2022,8,29.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,298.244,301.994,295.542,0.088,75.2,5.432,2.823,0.534,0.703,4197.7,0.857
2022,8,30.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,295.681,301.222,288.974,0.0,55.6,5.571,2.882,1.366,-2.348,6917.8,1.343
2022,8,31.0,Daily,IOWA,CLARKE,19039,0.0,40.897031,-94.014803,41.029533,-93.90023725,295.127,304.297,287.691,0.0,57.8,3.063,1.839,1.157,0.751,6692.7,1.387
2022,8,1.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,300.79,308.69,294.374,0.0,67.9,5.941,2.383,1.501,0.552,7560.4,1.418
2022,8,2.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,302.946,309.457,297.723,0.03,64.8,6.407,3.444,0.382,2.82,7709.9,1.691
2022,8,3.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,302.315,307.286,297.567,0.394,65.9,11.383,5.434,1.933,4.828,3955.2,1.413
2022,8,4.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,299.328,306.031,291.155,0.0,59.5,4.907,2.639,-0.412,-2.257,7893.9,1.575
2022,8,5.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,298.566,307.038,290.265,0.0,61.5,4.404,2.462,-1.628,1.074,7851.208,1.505
2022,8,6.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,301.929,309.376,296.51,0.0,70.2,7.687,4.172,-0.186,4.004,7274.6,1.389
2022,8,7.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,303.282,308.232,298.779,0.0,67.8,9.135,4.33,0.986,4.04,6332.8,1.477
2022,8,8.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,298.338,305.675,292.859,0.324,74.6,6.551,3.746,0.75,-2.558,5801.3,0.884
2022,8,9.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,295.529,303.069,288.428,0.0,66.7,2.767,1.427,-0.556,-0.987,7604.5,1.097
2022,8,10.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,297.231,306.44,289.446,0.0,63.7,3.524,1.377,0.244,0.132,7671.8,1.432
2022,8,11.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,298.74,307.454,289.526,0.0,58.2,2.456,0.964,-0.076,-0.063,7155.6,1.686
2022,8,12.0,Daily,IOWA,CLARKE,19039,1.0,41.029533,-94.014803,41.162035,-93.90023725,299.413,305.512,294.674,0.0,73.0,6.682,3.59,-1.651,2.524,6600.9,1.077
