Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,300.392,307.714,296.51,0.0,71.2,6.6,3.149,2.386,0.854,7714.4,1.221
2022,8,2.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,300.852,307.019,295.443,0.072,73.2,5.967,3.384,0.129,2.989,7516.1,1.117
2022,8,3.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,300.583,304.849,297.101,11.528,73.2,10.51,4.788,1.991,4.003,2759.7,0.997
2022,8,4.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,298.109,304.633,291.78,0.0,75.4,4.175,2.278,0.198,-1.45,7742.3,0.914
2022,8,5.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,298.11,305.726,292.327,0.0,75.2,3.964,2.05,-1.172,0.383,7145.308,0.983
2022,8,6.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,301.15,307.314,296.124,0.0,76.8,6.874,3.735,0.202,3.524,7077.4,1.001
2022,8,7.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,302.097,306.183,299.341,0.0,72.7,7.807,3.874,1.059,3.561,5217.7,1.136
2022,8,8.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,299.465,303.863,295.484,0.451,72.4,7.739,4.015,1.448,-0.097,4443.7,0.988
2022,8,9.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,294.23,300.651,287.228,0.0,74.2,2.965,1.652,-0.808,-0.932,7178.0,0.775
2022,8,10.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,295.466,304.213,287.509,0.0,69.0,2.808,1.198,-0.623,0.048,7620.8,1.063
2022,8,11.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,297.384,305.344,289.276,0.0,64.5,3.266,1.554,-0.326,0.061,6949.9,1.274
2022,8,12.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,297.148,301.609,293.597,0.0,66.5,7.344,3.742,-2.982,1.688,6114.6,1.053
2022,8,13.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,297.607,306.146,291.602,0.0,70.2,8.244,4.465,0.953,3.675,7195.5,1.067
2022,8,14.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,297.313,305.953,293.587,0.0,70.9,6.435,3.549,0.519,-3.122,5847.1,0.958
2022,8,15.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,293.674,297.737,289.877,5.79,82.0,4.631,2.253,-1.713,-1.184,1804.3,0.474
2022,8,16.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,293.641,300.232,290.17,9.728,82.4,5.157,2.476,-2.255,-0.509,5755.2,0.532
2022,8,17.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,294.801,301.27,288.464,0.0,65.8,3.551,1.753,-1.433,-0.817,7293.6,1.059
2022,8,18.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,294.781,301.547,287.069,0.0,60.0,3.872,2.412,1.096,1.203,6565.8,1.176
2022,8,19.0,Daily,IOWA,DAVIS,19051,0.0,40.590853,-92.639091,40.745286500000006,-92.52406575,296.007,302.026,291.333,0.036,66.5,7.247,3.688,1.452,3.172,6312.9,1.03
