Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,297.769,303.429,291.561,1.449,78.1,5.019,2.316,1.425,-0.203,7389.8,0.765
2022,8,2.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,300.256,307.394,295.068,0.0,72.3,6.084,3.399,-0.97,2.737,7701.3,1.105
2022,8,3.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,302.289,306.722,298.889,0.09,67.7,7.87,3.924,1.386,2.182,6335.9,1.358
2022,8,4.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,296.276,302.669,289.23,0.0,72.9,4.563,2.363,-0.474,-2.125,7836.9,0.884
2022,8,5.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,296.954,305.425,289.824,0.0,74.1,4.399,2.542,-1.599,1.592,7740.308,0.962
2022,8,6.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,300.653,307.75,294.85,0.002,74.7,6.627,3.411,-0.746,3.144,6052.6,1.06
2022,8,7.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,301.024,306.251,297.016,0.78,83.4,4.2,2.066,-1.329,0.493,2174.3,0.676
2022,8,8.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,296.267,301.425,292.063,5.795,81.9,6.861,4.044,0.857,-3.326,6191.1,0.531
2022,8,9.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,293.509,300.991,287.428,0.0,78.9,2.202,1.319,-0.28,-0.307,7677.2,0.637
2022,8,10.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,295.252,303.766,287.571,0.0,71.2,2.503,1.049,-0.615,-0.045,7579.9,0.967
2022,8,11.0,Daily,IOWA,BOONE,19015,0.0,41.863244,-94.164704,41.978861,-94.048036,296.831,303.672,289.964,0.0,75.3,1.977,1.541,-1.137,-0.043,7058.5,0.881
