Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,295.691,300.686,290.496,0.01,74.4,6.97,3.686,2.787,-1.047,7665.8,0.77
2022,8,2.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,296.725,306.17,289.414,0.0,78.4,7.326,4.192,-1.764,3.247,7340.5,0.79
2022,8,3.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,300.161,305.224,295.148,0.16,69.6,6.365,3.377,1.113,-0.276,6740.8,1.166
2022,8,4.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.938,300.357,286.73,0.0,71.1,4.584,2.303,0.101,-1.955,7779.9,0.86
2022,8,5.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,295.212,303.726,287.952,0.0,73.7,5.287,3.254,-1.701,2.472,7529.108,0.884
2022,8,6.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,297.895,303.946,293.937,0.37,82.5,5.567,2.878,-1.504,2.063,2214.2,0.599
2022,8,7.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,296.556,300.337,294.615,121.685,93.2,3.893,1.577,-0.295,0.423,1902.0,0.216
2022,8,8.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.572,299.613,288.626,1.7,84.6,7.569,4.057,1.261,-3.688,4573.4,0.392
2022,8,9.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.389,298.944,284.541,0.0,79.2,2.247,1.314,0.098,0.29,7731.9,0.549
2022,8,10.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.81,301.578,286.509,0.0,77.9,2.654,1.132,0.403,0.447,7468.2,0.662
2022,8,11.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.821,302.428,291.293,3.541,83.3,3.462,1.824,-1.25,-0.167,2251.0,0.453
2022,8,12.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.843,295.012,290.299,0.012,82.9,9.38,5.214,-3.534,3.61,4709.9,0.387
2022,8,13.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.686,295.157,291.176,0.048,86.7,7.999,4.442,0.648,0.735,1771.5,0.303
2022,8,14.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.724,293.885,289.412,0.0,87.5,5.081,2.598,-0.363,-2.409,2979.9,0.275
2022,8,15.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.198,294.662,286.782,0.006,87.4,2.998,1.747,-1.307,0.475,1934.3,0.284
2022,8,16.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.336,298.232,287.037,0.0,84.0,3.326,1.748,-1.539,-0.413,4917.4,0.418
2022,8,17.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.254,298.857,284.652,0.0,77.0,2.121,0.94,-0.376,-0.346,7051.8,0.618
2022,8,18.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.775,300.064,287.632,0.01,76.1,4.687,2.698,1.182,2.307,6437.3,0.663
2022,8,19.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.538,297.882,286.379,17.453,88.7,4.43,2.171,0.277,1.334,4091.1,0.296
2022,8,20.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.11,296.814,290.028,1.081,89.4,5.671,3.112,-1.372,-1.801,4010.6,0.26
2022,8,21.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.731,297.632,288.871,0.0,84.5,5.409,2.829,-0.034,-2.728,5698.9,0.408
2022,8,22.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,292.196,298.771,286.566,0.0,76.6,2.396,1.061,0.732,-0.637,6383.0,0.617
2022,8,23.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.165,298.937,287.195,0.0,77.2,2.398,1.542,-0.588,0.94,6708.9,0.619
2022,8,24.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,294.694,300.527,290.48,0.107,79.0,6.203,3.136,-0.294,2.391,4617.3,0.584
2022,8,25.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,294.084,297.754,291.365,0.144,89.5,6.102,3.365,2.054,-2.297,4759.8,0.277
2022,8,26.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.895,297.733,286.121,0.0,81.3,3.401,1.704,-0.636,-0.342,6629.0,0.505
2022,8,27.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,294.907,301.683,291.05,1.622,80.7,9.075,4.538,-1.543,3.972,5342.2,0.543
2022,8,28.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,295.307,300.311,292.43,39.718,87.7,10.398,5.175,-1.302,4.782,2879.2,0.368
2022,8,29.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,295.981,299.393,290.739,0.0,76.4,7.476,3.891,2.859,0.328,5419.4,0.695
2022,8,30.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,291.546,296.894,285.224,0.0,68.1,7.381,3.469,2.911,-1.72,6723.7,0.753
2022,8,31.0,Daily,IOWA,WORTH,19195,0.0,43.255468,-93.497635,43.37752,-93.379262,293.249,301.558,286.691,0.0,72.0,4.828,2.375,1.9,1.1,6531.8,0.81
2022,8,1.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,294.865,300.436,290.121,0.0,77.9,7.001,3.566,2.73,-0.997,7007.4,0.64
2022,8,2.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,296.441,305.67,289.039,0.0,78.7,7.553,4.246,-1.694,3.357,7535.1,0.748
2022,8,3.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,299.809,304.661,294.952,0.21,69.2,6.82,3.445,1.29,-0.247,7146.7,1.137
2022,8,4.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,293.521,299.446,286.73,0.0,73.4,4.41,2.154,0.065,-1.765,7789.2,0.766
2022,8,5.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,295.105,303.288,288.202,0.0,74.5,5.719,3.357,-1.664,2.665,7638.208,0.832
2022,8,6.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,297.246,300.77,294.124,1.993,85.9,5.697,3.007,-1.59,1.863,1199.2,0.438
2022,8,7.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,296.261,299.857,294.24,85.096,94.1,3.656,1.546,-0.212,0.133,1763.2,0.182
2022,8,8.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,293.231,299.175,288.376,6.781,85.4,7.611,4.111,1.224,-3.81,5997.9,0.366
2022,8,9.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,291.368,298.756,284.666,0.0,77.7,2.304,1.32,0.116,0.362,7748.1,0.559
2022,8,10.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,293.734,301.141,286.571,0.0,78.7,2.735,1.122,0.411,0.434,7456.0,0.616
2022,8,11.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,294.05,302.553,290.845,9.154,82.2,3.756,1.917,-1.266,-0.148,3019.2,0.482
2022,8,12.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,291.778,294.574,290.336,0.02,84.4,9.526,5.175,-3.346,3.701,4504.7,0.347
2022,8,13.0,Daily,IOWA,WORTH,19195,1.0,43.37752,-93.497635,43.499572,-93.379262,292.732,294.595,291.488,0.012,87.1,8.475,4.604,0.624,0.865,1471.8,0.294
