Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,299.545,305.866,293.311,0.0,77.8,4.538,2.061,0.592,1.042,7642.3,0.898
2022,8,2.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,301.391,307.107,296.848,0.0,73.5,7.209,3.736,0.663,3.372,7743.8,1.149
2022,8,3.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,301.77,305.349,298.523,0.037,68.9,7.786,4.349,0.681,4.076,6150.9,1.232
2022,8,4.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,298.047,304.071,290.03,0.0,67.9,4.35,2.249,-1.104,-1.674,7934.8,1.172
2022,8,5.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,297.928,305.226,290.265,0.0,69.2,4.915,2.664,-1.612,1.391,7725.408,1.142
2022,8,6.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,301.444,307.812,296.648,0.0,70.7,7.767,4.25,-0.493,4.019,7550.9,1.26
2022,8,7.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,302.061,306.837,297.591,0.012,70.2,7.417,4.035,0.384,3.917,5616.1,1.246
2022,8,8.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,297.554,304.05,293.027,0.046,77.9,6.733,3.926,0.503,-3.177,6623.0,0.727
2022,8,9.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,294.162,302.026,287.166,0.0,74.1,3.158,1.385,-0.806,-0.713,7734.1,0.808
2022,8,10.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,296.185,304.213,288.028,0.0,70.1,2.644,0.814,0.093,0.314,7672.5,1.079
2022,8,11.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,297.661,304.891,289.901,0.0,61.8,2.061,1.063,-0.02,0.122,7268.9,1.35
2022,8,12.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,298.564,304.879,292.972,0.0,70.5,4.901,2.925,-0.005,2.68,7402.1,1.141
2022,8,13.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,298.86,304.045,294.653,0.0,69.3,7.21,3.964,1.526,2.099,6840.3,1.129
2022,8,14.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,295.599,300.391,290.787,0.0,77.0,5.336,2.915,-1.371,-2.409,6289.8,0.686
2022,8,15.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,293.432,297.481,291.614,5.655,86.5,7.032,3.255,-3.031,-0.014,403.7,0.341
2022,8,16.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,292.862,298.607,290.318,11.926,87.3,8.302,3.766,-3.688,-0.369,4485.1,0.357
2022,8,17.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,294.272,300.916,287.974,0.0,73.6,3.358,1.394,-0.97,-0.828,7206.4,0.806
2022,8,18.0,Daily,IOWA,ADAMS,19003,0.0,40.899502,-94.928459,41.029005,-94.813995,294.874,300.896,288.798,0.0,73.4,3.588,2.203,1.02,1.383,6855.5,0.805
