Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,299.933,306.003,296.073,0.632,75.9,6.366,3.081,1.998,0.875,7610.8,0.991
2022,8,2.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,299.318,304.155,295.227,0.007,77.8,6.365,3.8,-1.824,2.987,6803.0,0.817
2022,8,3.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,299.302,302.474,296.377,4.339,84.0,8.133,3.844,0.769,3.388,1828.1,0.555
2022,8,4.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,298.393,304.093,293.842,0.0,83.0,3.363,1.846,0.013,-0.63,7481.2,0.656
2022,8,5.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,297.67,304.601,292.405,0.0,85.0,2.62,1.671,-0.995,-0.062,4887.208,0.557
2022,8,6.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,300.817,306.321,295.961,0.0,84.6,6.124,3.288,-0.827,2.972,6218.8,0.664
2022,8,7.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,301.394,305.313,299.141,0.006,81.9,5.844,3.018,-0.152,2.743,3910.0,0.711
2022,8,8.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,298.825,301.55,294.479,9.996,86.7,7.223,3.458,1.292,0.422,2108.0,0.453
2022,8,9.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,293.837,299.256,288.353,0.0,82.3,3.629,2.053,-0.751,-1.69,4872.5,0.507
2022,8,10.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,294.31,301.815,287.528,0.0,76.8,1.587,0.877,-0.548,-0.498,7471.3,0.76
2022,8,11.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,295.719,303.168,288.651,0.086,76.5,2.178,1.201,-0.582,-0.269,5265.0,0.757
2022,8,12.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,295.135,298.796,290.624,0.005,69.7,5.497,2.963,-2.594,0.285,5829.3,0.837
2022,8,13.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,297.977,305.064,293.903,0.0,68.0,7.928,4.062,0.036,3.677,6899.0,1.061
2022,8,14.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,296.852,305.516,293.678,0.122,83.0,6.435,3.161,1.178,-2.328,2975.8,0.567
2022,8,15.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,294.383,298.392,289.926,0.098,83.8,4.62,2.244,-1.468,-1.603,3545.1,0.443
2022,8,16.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,294.839,300.413,290.256,3.172,82.0,3.578,1.941,-1.485,-0.962,6071.8,0.554
2022,8,17.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,294.686,300.895,287.724,0.0,64.8,3.499,1.957,-1.243,-1.377,7275.8,1.056
2022,8,18.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,293.356,302.126,284.507,0.0,73.2,1.953,1.103,0.176,0.367,5954.6,0.818
2022,8,19.0,Daily,IOWA,DES MOINES,19057,0.0,40.696218,-91.409324,40.82218266666667,-91.29255625,296.119,302.713,290.641,0.264,71.2,6.234,3.081,0.368,2.917,4120.9,0.896
