Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,1.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,299.941,306.116,296.323,0.001,73.7,6.887,3.347,2.251,0.69,7658.9,1.083
2022,8,2.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,299.537,305.03,295.352,0.0,80.2,6.204,3.676,-1.689,2.919,7060.5,0.773
2022,8,3.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,299.557,302.911,296.892,1.942,84.2,8.789,4.18,0.827,3.787,1942.5,0.565
2022,8,4.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,298.568,303.781,292.905,0.0,80.5,3.764,2.186,0.101,-1.111,7613.3,0.733
2022,8,5.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,297.613,304.121,292.718,0.002,86.5,2.99,1.734,-1.19,-0.236,5891.508,0.508
2022,8,6.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,301.33,307.564,296.312,0.001,82.0,6.697,3.496,-0.527,3.227,7024.0,0.813
2022,8,7.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,301.342,305.251,299.309,2.483,81.6,6.474,3.023,0.072,2.798,3499.3,0.731
2022,8,8.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,298.905,301.3,295.229,19.889,83.3,7.567,3.84,1.346,0.286,3195.9,0.573
2022,8,9.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,293.928,299.526,288.541,0.0,81.8,3.101,1.907,-0.832,-1.333,6039.0,0.533
2022,8,10.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.416,301.565,288.091,0.0,81.2,2.201,1.096,-0.834,-0.191,7408.7,0.625
2022,8,11.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.277,302.283,289.026,13.589,82.9,2.654,1.266,-0.422,-0.133,4692.0,0.52
2022,8,12.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.361,298.171,290.874,0.0,82.2,6.429,3.213,-2.745,0.725,3772.9,0.466
2022,8,13.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,296.962,305.271,292.102,0.0,73.3,8.08,4.133,0.541,3.68,7150.3,0.892
2022,8,14.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,296.183,303.828,293.053,0.059,84.2,6.466,3.362,1.181,-2.865,3034.4,0.486
2022,8,15.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.211,297.392,290.364,0.183,87.9,4.477,2.094,-1.359,-1.374,3181.4,0.323
2022,8,16.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.391,299.607,290.225,4.909,84.6,3.456,1.967,-1.339,-0.858,6499.7,0.467
2022,8,17.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.431,301.145,287.911,0.0,73.4,3.277,1.902,-1.282,-1.299,7035.7,0.802
2022,8,18.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,293.486,301.313,285.569,0.0,76.4,2.846,1.473,0.359,0.854,6085.6,0.719
2022,8,19.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.356,301.213,290.618,0.473,74.4,6.651,3.183,0.472,2.792,5842.7,0.776
2022,8,20.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.393,299.393,292.376,0.396,80.5,5.77,2.964,1.686,0.994,5094.0,0.585
2022,8,21.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.065,298.757,290.152,0.0,85.6,5.234,3.021,1.208,-2.304,4076.0,0.397
2022,8,22.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.06,300.083,287.923,0.0,83.4,2.49,1.357,-0.353,-0.978,5560.5,0.496
2022,8,23.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.222,300.234,291.209,0.0,79.9,2.406,1.317,-1.044,0.349,5655.9,0.607
2022,8,24.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.744,303.428,290.423,0.0,77.6,4.486,1.877,-0.383,1.057,6495.3,0.757
2022,8,25.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,297.933,304.487,293.199,0.01,74.1,5.49,2.945,1.447,0.375,5288.5,0.911
2022,8,26.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.593,300.289,290.621,0.0,83.3,3.294,1.976,-0.058,-1.397,5502.9,0.526
2022,8,27.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,297.232,303.751,292.76,0.0,82.8,6.315,3.479,-1.977,2.573,6246.7,0.627
2022,8,28.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,298.474,303.218,295.356,0.011,76.1,9.307,4.598,-0.289,3.948,4012.8,0.813
2022,8,29.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,299.582,305.043,296.23,0.011,77.9,7.835,3.587,1.219,1.753,4525.6,0.854
2022,8,30.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,295.288,301.175,288.974,0.0,66.4,6.011,3.15,2.083,-1.699,6870.3,1.051
2022,8,31.0,Daily,IOWA,HENRY,19087,0.0,40.812631,-91.718787,40.92936133333333,-91.602624,294.054,303.77,285.379,0.0,69.4,3.091,1.392,0.931,0.285,6569.7,0.999
2022,8,1.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,300.371,306.616,296.698,0.015,73.2,7.004,3.44,2.316,0.583,7637.7,1.133
2022,8,2.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,300.358,305.28,295.853,0.0,77.1,6.787,3.86,-1.637,2.992,7162.8,0.917
2022,8,3.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,299.851,303.786,296.954,3.809,83.4,8.763,4.38,0.905,3.948,1679.4,0.602
2022,8,4.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,298.974,304.406,293.092,0.0,78.3,3.694,2.231,0.029,-1.281,7672.1,0.821
2022,8,5.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,297.86,305.05,291.718,0.0,85.6,3.425,1.898,-1.339,-0.268,5473.808,0.558
2022,8,6.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,301.877,308.751,296.624,0.0,80.2,6.827,3.566,-0.642,3.274,6386.4,0.929
2022,8,7.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,301.965,306.688,299.302,0.173,79.3,6.125,3.017,-0.131,2.816,2992.5,0.849
2022,8,8.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,299.312,301.986,296.065,3.067,82.1,7.223,4.042,1.339,0.002,4069.2,0.627
2022,8,9.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,294.345,300.401,288.553,0.0,79.8,3.012,1.888,-0.876,-1.242,5536.3,0.629
2022,8,10.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,294.981,302.628,287.759,0.0,76.0,2.003,1.114,-0.769,-0.173,7574.7,0.849
2022,8,11.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,296.209,304.235,289.346,0.07,79.5,2.602,1.482,-0.432,-0.479,5129.4,0.708
2022,8,12.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,295.096,299.067,291.561,0.0,74.6,6.456,3.291,-2.755,0.897,3560.5,0.687
2022,8,13.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,297.884,306.357,292.977,0.32,69.6,7.923,4.165,0.489,3.685,6292.2,1.074
2022,8,14.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,296.493,304.641,293.587,0.004,82.9,6.562,3.519,1.295,-3.023,3513.0,0.538
2022,8,15.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,294.651,298.704,290.502,0.316,84.8,4.602,2.137,-1.507,-1.342,3206.3,0.425
2022,8,16.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,295.037,300.85,290.662,2.65,82.3,3.386,1.934,-1.37,-0.866,6240.0,0.571
2022,8,17.0,Daily,IOWA,HENRY,19087,1.0,40.92936133333333,-91.718787,41.04609166666667,-91.602624,294.853,301.082,287.839,0.0,72.8,3.363,1.95,-1.261,-1.362,7121.6,0.874
